id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
2274,10568,,415.17,Abierto,fecha_nula_o_invalida
2275,14372,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2276,1685,2026-01-09,,Cerrado,monto_siniestro_no_valido
2277,16369,2025-02-22,,Cerrado,monto_siniestro_no_valido
2278,778,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2279,16860,2026-01-14,,Cerrado,monto_siniestro_no_valido
2280,24625,2025-05-08,,Rechazado,monto_siniestro_no_valido
2281,9844,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2282,3087,,8941.56,nan,fecha_nula_o_invalida
2283,23563,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2284,1716,,547.95,Abierto,fecha_nula_o_invalida
2285,9182,,10202.88,Cerrado,fecha_nula_o_invalida
2286,629,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2287,21733,,8114.46,Cerrado,fecha_nula_o_invalida
2293,11540,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2294,3290,2025-02-26,,nan,monto_siniestro_no_valido
2295,22502,,3581.7,Abierto,fecha_nula_o_invalida
2296,10408,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2297,11624,2025-11-02,,nan,monto_siniestro_no_valido
2299,856,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2300,9130,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2301,19172,2025-12-26,,Cerrado,monto_siniestro_no_valido
2302,25535,2025-04-22,,Cerrado,monto_siniestro_no_valido
2303,15169,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2304,21139,2025-06-23,,Abierto,monto_siniestro_no_valido
2305,20381,,-7976.14,Cerrado,"fecha_nula_o_invalida,monto_siniestro_invalido"
2306,511,,13692.83,nan,fecha_nula_o_invalida
2307,24379,2025-11-29,,Rechazado,monto_siniestro_no_valido
2308,6162,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2309,19908,,6094.35,Cerrado,fecha_nula_o_invalida
2310,7070,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2312,8906,2025-03-15,,nan,monto_siniestro_no_valido
2314,207,,7575.95,Abierto,fecha_nula_o_invalida
2315,9092,2025-08-09,,Cerrado,monto_siniestro_no_valido
2316,19617,2025-06-03,,Abierto,monto_siniestro_no_valido
2317,18281,2025-01-31,,Rechazado,monto_siniestro_no_valido
2318,19853,,2723.1,Cerrado,fecha_nula_o_invalida
2319,20905,,13151.98,Cerrado,fecha_nula_o_invalida
2320,8405,,4382.48,Abierto,fecha_nula_o_invalida
2321,15504,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2323,20339,,754.59,Cerrado,fecha_nula_o_invalida
2324,6083,,3266.86,Abierto,fecha_nula_o_invalida
2326,8023,2025-10-22,,Cerrado,monto_siniestro_no_valido
2327,22263,,800.4,Cerrado,fecha_nula_o_invalida
2328,22652,,11791.18,nan,fecha_nula_o_invalida
2332,15055,,2269.28,Abierto,fecha_nula_o_invalida
2333,17559,,10801.93,Abierto,fecha_nula_o_invalida
2334,9210,2025-03-22,,nan,monto_siniestro_no_valido
2336,9318,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2338,21892,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2339,10117,,7948.35,Cerrado,fecha_nula_o_invalida
2341,4441,2025-04-08,,Cerrado,monto_siniestro_no_valido
2342,24584,,3824.21,nan,fecha_nula_o_invalida
2343,4136,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2344,12338,,9750.47,Rechazado,fecha_nula_o_invalida
2345,13756,,2297.97,Cerrado,fecha_nula_o_invalida
2346,21253,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2347,12776,,10654.25,Cerrado,fecha_nula_o_invalida
2348,3930,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2349,760,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2350,15335,,12966.01,Abierto,fecha_nula_o_invalida
2351,22211,,13086.1,nan,fecha_nula_o_invalida
2352,20711,2025-11-20,,nan,monto_siniestro_no_valido
2353,858,2025-11-20,,nan,monto_siniestro_no_valido
2354,6864,2026-01-21,,nan,monto_siniestro_no_valido
2356,20455,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2357,1653,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2359,2943,,783.16,nan,fecha_nula_o_invalida
2360,3942,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2362,18186,,8438.91,Cerrado,fecha_nula_o_invalida
2363,2737,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2364,25845,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2365,21121,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2366,10170,,3414.4,Cerrado,fecha_nula_o_invalida
2367,19568,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2368,22622,,348.66,nan,fecha_nula_o_invalida
2369,11403,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2370,22837,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2372,18743,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2373,9302,2025-06-26,,nan,monto_siniestro_no_valido
2374,12368,2026-01-13,,Abierto,monto_siniestro_no_valido
2375,18434,2025-03-30,,Cerrado,monto_siniestro_no_valido
2376,10835,2025-10-20,,Cerrado,monto_siniestro_no_valido
2377,8758,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2378,5878,,12931.4,Abierto,fecha_nula_o_invalida
2379,13852,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2380,17263,,1154.63,Rechazado,fecha_nula_o_invalida
2381,14036,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2382,15145,,314.53,Cerrado,fecha_nula_o_invalida
2383,15691,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2385,22112,2025-04-14,,Abierto,monto_siniestro_no_valido
2387,24065,,3308.24,Cerrado,fecha_nula_o_invalida
2388,23027,,14809.5,Rechazado,fecha_nula_o_invalida
2390,8027,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2391,24460,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2392,17405,2025-07-04,,nan,monto_siniestro_no_valido
2393,22149,,2011.44,Cerrado,fecha_nula_o_invalida
2394,1520,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2396,7983,2025-02-24,,Abierto,monto_siniestro_no_valido
2398,17641,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2399,7193,,7164.56,Cerrado,fecha_nula_o_invalida
2401,10658,2025-08-12,,Abierto,monto_siniestro_no_valido
2403,23349,2025-11-05,,Rechazado,monto_siniestro_no_valido
2404,21221,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2405,23285,2025-08-22,,Abierto,monto_siniestro_no_valido
2406,15740,,4078.5,Abierto,fecha_nula_o_invalida
2407,23995,,8050.4,Abierto,fecha_nula_o_invalida
2409,16622,2025-10-28,,Rechazado,monto_siniestro_no_valido
2410,15022,2025-10-06,,nan,monto_siniestro_no_valido
2411,24991,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2412,19992,2025-09-06,,Cerrado,monto_siniestro_no_valido
2413,23012,,9061.78,Abierto,fecha_nula_o_invalida
2414,1517,2025-07-24,,Cerrado,monto_siniestro_no_valido
2415,66,,11755.35,Abierto,fecha_nula_o_invalida
2416,1078,,5459.25,Rechazado,fecha_nula_o_invalida
2417,8645,2025-10-25,,Cerrado,monto_siniestro_no_valido
2418,16583,2025-05-01,,nan,monto_siniestro_no_valido
2419,1101,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2420,3033,2026-02-19,,Abierto,monto_siniestro_no_valido
2421,7308,2025-04-11,,Abierto,monto_siniestro_no_valido
2422,24746,,2522.97,Abierto,fecha_nula_o_invalida
2423,5465,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2425,24214,,4013.87,Abierto,fecha_nula_o_invalida
2426,10280,,6207.54,Rechazado,fecha_nula_o_invalida
2427,251,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2428,5206,2025-02-08,,nan,monto_siniestro_no_valido
2429,5224,,378.08,Cerrado,fecha_nula_o_invalida
2430,25623,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2431,24626,2025-03-04,,Cerrado,monto_siniestro_no_valido
2432,18771,,2017.43,Abierto,fecha_nula_o_invalida
2433,10752,2025-10-05,,Abierto,monto_siniestro_no_valido
2434,20992,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2435,7115,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2436,15786,2025-07-22,,Rechazado,monto_siniestro_no_valido
2438,20113,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2439,13895,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2440,3564,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2441,62,,1496.63,Abierto,fecha_nula_o_invalida
2442,20778,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2443,2790,2025-12-17,,Rechazado,monto_siniestro_no_valido
2446,1205,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2447,8840,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2448,17507,2026-02-10,,nan,monto_siniestro_no_valido
2450,17533,2025-05-04,,Cerrado,monto_siniestro_no_valido
2451,14441,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2452,4667,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2454,315,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2455,6226,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2456,22714,,4929.6,Abierto,fecha_nula_o_invalida
2457,19031,,6583.55,Abierto,fecha_nula_o_invalida
2458,12074,,14637.58,Cerrado,fecha_nula_o_invalida
2459,6830,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2460,9157,,2841.38,Cerrado,fecha_nula_o_invalida
2461,4460,2025-08-28,,nan,monto_siniestro_no_valido
2462,23286,,12421.35,Cerrado,fecha_nula_o_invalida
2464,4246,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2466,2564,2026-01-11,,Cerrado,monto_siniestro_no_valido
2467,24047,,831.44,nan,fecha_nula_o_invalida
2468,1404,2025-12-23,,Abierto,monto_siniestro_no_valido
2469,18400,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2470,19870,2026-02-24,,Abierto,monto_siniestro_no_valido
2471,15609,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2472,16259,,6838.86,Abierto,fecha_nula_o_invalida
2473,4813,,1377.24,Cerrado,fecha_nula_o_invalida
2474,6772,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2475,18225,2025-02-01,,Rechazado,monto_siniestro_no_valido
2476,12085,,1118.13,Rechazado,fecha_nula_o_invalida
2477,25843,,7696.83,Rechazado,fecha_nula_o_invalida
2478,20424,2025-07-23,,Cerrado,monto_siniestro_no_valido
2479,13560,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2480,14866,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2481,7016,2025-08-04,,nan,monto_siniestro_no_valido
2482,1019,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2483,9149,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2484,17787,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2485,3199,2025-08-04,,Abierto,monto_siniestro_no_valido
2486,19872,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2487,10983,2025-01-19,,nan,monto_siniestro_no_valido
2488,10412,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2489,6196,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2490,12511,,12044.17,Abierto,fecha_nula_o_invalida
2491,8021,,2814.81,Rechazado,fecha_nula_o_invalida
2492,18987,2025-05-12,,Abierto,monto_siniestro_no_valido
2493,25631,2026-01-01,,Cerrado,monto_siniestro_no_valido
2495,23605,2025-06-05,,nan,monto_siniestro_no_valido
2496,17445,,7228.95,Abierto,fecha_nula_o_invalida
2497,23720,,10606.96,Abierto,fecha_nula_o_invalida
2499,20298,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2500,5749,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2501,6007,,11464.16,nan,fecha_nula_o_invalida
2503,23867,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2504,24756,2025-11-25,,nan,monto_siniestro_no_valido
2506,13946,,8459.98,Cerrado,fecha_nula_o_invalida
2507,15444,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2508,1754,2025-04-23,,nan,monto_siniestro_no_valido
2509,4641,2025-11-25,,Cerrado,monto_siniestro_no_valido
2510,8058,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2511,12809,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2512,2582,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2513,2898,,10512.5,Cerrado,fecha_nula_o_invalida
2514,22830,,1219.12,nan,fecha_nula_o_invalida
2515,21053,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2516,17054,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2517,16849,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2518,22891,,11735.78,Cerrado,fecha_nula_o_invalida
2519,5197,,753.72,nan,fecha_nula_o_invalida
2520,5030,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2521,10837,,9625.32,Cerrado,fecha_nula_o_invalida
2524,9396,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2525,22041,,807.52,Abierto,fecha_nula_o_invalida
2526,5668,,11057.31,Cerrado,fecha_nula_o_invalida
2528,19429,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2529,14439,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2530,22448,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2531,4616,2025-11-24,,Abierto,monto_siniestro_no_valido
2532,4821,,10235.17,Cerrado,fecha_nula_o_invalida
2533,5249,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2534,9782,,6497.59,Rechazado,fecha_nula_o_invalida
2535,23657,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2536,9797,2026-02-13,,Rechazado,monto_siniestro_no_valido
2537,18813,,3629.23,Abierto,fecha_nula_o_invalida
2538,22630,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2539,17283,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2540,4243,2025-06-29,,Cerrado,monto_siniestro_no_valido
2541,20512,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2542,1412,,11563.62,nan,fecha_nula_o_invalida
2544,24281,2026-02-17,,nan,monto_siniestro_no_valido
2545,13230,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2546,25524,2025-09-26,,Rechazado,monto_siniestro_no_valido
2547,17298,2025-09-03,,nan,monto_siniestro_no_valido
2548,22829,,1392.67,Abierto,fecha_nula_o_invalida
2549,16301,2025-03-22,,Cerrado,monto_siniestro_no_valido
2550,86,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2551,16156,2026-02-25,,Rechazado,monto_siniestro_no_valido
2552,23364,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2553,7641,2025-03-07,,nan,monto_siniestro_no_valido
2554,1172,2026-01-09,,nan,monto_siniestro_no_valido
2555,8628,2025-05-10,,Rechazado,monto_siniestro_no_valido
2556,17301,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2557,17296,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2558,16379,,11100.12,nan,fecha_nula_o_invalida
2559,18887,,8398.33,nan,fecha_nula_o_invalida
2560,18321,,1448.29,Cerrado,fecha_nula_o_invalida
2562,10507,2025-02-21,,nan,monto_siniestro_no_valido
2563,24054,2025-03-20,,Abierto,monto_siniestro_no_valido
2564,12314,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2565,24718,,6620.36,Abierto,fecha_nula_o_invalida
2567,3813,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2568,12798,,11140.05,Abierto,fecha_nula_o_invalida
2569,3583,,13166.5,Cerrado,fecha_nula_o_invalida
2570,9855,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2571,16206,,10234.5,Cerrado,fecha_nula_o_invalida
2573,20514,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2574,15439,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2576,6446,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2578,6675,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2580,18166,,2887.95,nan,fecha_nula_o_invalida
2581,5281,2025-10-19,,Rechazado,monto_siniestro_no_valido
2582,16327,,4695.67,nan,fecha_nula_o_invalida
2584,6461,,411.68,Cerrado,fecha_nula_o_invalida
2585,2781,2025-10-16,,Rechazado,monto_siniestro_no_valido
2586,9030,,5274.13,Abierto,fecha_nula_o_invalida
2587,5662,,9964.12,Cerrado,fecha_nula_o_invalida
2588,15629,,5954.59,Abierto,fecha_nula_o_invalida
2589,21439,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2590,22053,2025-02-22,,Cerrado,monto_siniestro_no_valido
2591,4169,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2592,11432,2025-11-26,,Abierto,monto_siniestro_no_valido
2593,19194,,3940.57,Cerrado,fecha_nula_o_invalida
2594,4513,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2595,16763,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2596,6376,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2597,8351,2025-09-27,,Rechazado,monto_siniestro_no_valido
2599,18113,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2600,20957,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2602,23523,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2603,24345,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2604,7534,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2606,16807,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2607,16301,,9987.67,Rechazado,fecha_nula_o_invalida
2608,24962,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2611,14488,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2613,10242,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2614,6458,2025-03-25,,nan,monto_siniestro_no_valido
2615,12697,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2616,22526,2025-11-19,,Abierto,monto_siniestro_no_valido
2617,4353,2025-12-04,,Cerrado,monto_siniestro_no_valido
2618,14894,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2619,12728,,14464.0,Abierto,fecha_nula_o_invalida
2620,23160,,10076.56,Cerrado,fecha_nula_o_invalida
2621,1926,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2622,15593,,5375.27,Rechazado,fecha_nula_o_invalida
2623,1218,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2624,22054,2025-05-19,,Abierto,monto_siniestro_no_valido
2625,25793,2025-05-07,,Abierto,monto_siniestro_no_valido
2626,9301,,307.54,Abierto,fecha_nula_o_invalida
2627,19274,2025-03-19,,Abierto,monto_siniestro_no_valido
2628,4052,2025-03-13,,Abierto,monto_siniestro_no_valido
2629,5576,,9657.06,Rechazado,fecha_nula_o_invalida
2630,10029,,4951.88,Rechazado,fecha_nula_o_invalida
2631,12557,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2632,11803,2025-12-03,,Rechazado,monto_siniestro_no_valido
2633,16446,,10733.48,Rechazado,fecha_nula_o_invalida
2634,11812,,10408.69,Cerrado,fecha_nula_o_invalida
2636,21703,,1953.67,Cerrado,fecha_nula_o_invalida
2637,10785,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2638,18370,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2639,10635,2025-11-10,,Cerrado,monto_siniestro_no_valido
2640,13885,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2642,19897,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2643,17912,2026-02-07,,Cerrado,monto_siniestro_no_valido
2644,12599,2025-08-08,,Abierto,monto_siniestro_no_valido
2645,16830,,6223.4,nan,fecha_nula_o_invalida
2646,22279,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2647,7171,2025-05-23,,nan,monto_siniestro_no_valido
2648,23393,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2649,3613,2025-04-29,,Abierto,monto_siniestro_no_valido
2650,13756,,6061.83,Rechazado,fecha_nula_o_invalida
2654,13708,,3422.98,Rechazado,fecha_nula_o_invalida
2655,9985,,11376.6,Abierto,fecha_nula_o_invalida
2656,14648,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2657,19985,,4503.99,Rechazado,fecha_nula_o_invalida
2658,20297,2025-08-06,,Rechazado,monto_siniestro_no_valido
2659,19487,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2662,110,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2664,5812,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2665,15065,,6818.61,Abierto,fecha_nula_o_invalida
2666,5917,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2667,8898,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2668,4259,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2669,21067,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2670,18126,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2671,21543,,5469.67,Rechazado,fecha_nula_o_invalida
2672,21518,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2673,17087,2025-08-17,,Abierto,monto_siniestro_no_valido
2674,6936,2025-09-03,,Cerrado,monto_siniestro_no_valido
2675,6679,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2676,9465,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2677,625,2025-09-25,,Abierto,monto_siniestro_no_valido
2678,4753,2025-06-15,,Abierto,monto_siniestro_no_valido
2679,11002,2025-01-06,,Cerrado,monto_siniestro_no_valido
2680,10216,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2681,22253,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2682,22686,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2683,18022,,888.85,Rechazado,fecha_nula_o_invalida
2684,2035,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2685,17869,2025-09-20,,nan,monto_siniestro_no_valido
2686,17800,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2687,15219,2025-03-13,,Cerrado,monto_siniestro_no_valido
2688,24940,,2007.12,Rechazado,fecha_nula_o_invalida
2689,12784,,5106.27,Rechazado,fecha_nula_o_invalida
2690,7119,,14691.01,Cerrado,fecha_nula_o_invalida
2691,4210,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2692,3353,2025-06-30,,Abierto,monto_siniestro_no_valido
2693,11461,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2694,19317,2025-11-06,,nan,monto_siniestro_no_valido
2695,20942,2025-04-25,,Abierto,monto_siniestro_no_valido
2697,17948,2025-09-28,,Cerrado,monto_siniestro_no_valido
2698,19171,2025-10-27,,Abierto,monto_siniestro_no_valido
2699,21376,,14533.7,Abierto,fecha_nula_o_invalida
2700,1817,2025-12-30,,Cerrado,monto_siniestro_no_valido
2701,9991,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2702,15743,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2704,13229,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2705,473,,5529.99,nan,fecha_nula_o_invalida
2708,5201,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2709,22974,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2710,24535,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2711,11326,2025-08-26,,nan,monto_siniestro_no_valido
2712,7146,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2714,4219,,3662.93,Rechazado,fecha_nula_o_invalida
2715,21859,,6946.34,nan,fecha_nula_o_invalida
2716,1696,2025-07-28,,Abierto,monto_siniestro_no_valido
2717,3923,,13272.4,Abierto,fecha_nula_o_invalida
2718,3050,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2719,9902,,4313.86,Cerrado,fecha_nula_o_invalida
2720,21872,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2721,25827,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2722,16924,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2723,17702,2025-03-01,,nan,monto_siniestro_no_valido
2724,12571,,10055.25,Abierto,fecha_nula_o_invalida
2726,24773,,,Rechazado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2727,19671,,7408.48,nan,fecha_nula_o_invalida
2728,11066,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2729,11778,2025-07-26,,nan,monto_siniestro_no_valido
2731,11494,,8992.95,Cerrado,fecha_nula_o_invalida
2732,12528,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2733,15471,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2734,17927,,8800.86,Rechazado,fecha_nula_o_invalida
2735,4113,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2736,14612,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2738,4517,,12343.38,Abierto,fecha_nula_o_invalida
2739,18975,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2740,23124,2025-08-04,,nan,monto_siniestro_no_valido
2742,13402,,,nan,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2743,14085,,3815.91,nan,fecha_nula_o_invalida
2744,22370,,,Cerrado,"fecha_nula_o_invalida,monto_siniestro_no_valido"
2745,2682,,,Abierto,"fecha_nula_o_invalida,monto_siniestro_no_valido"
